('Total Revenue', '305,453,000', '281,724,000', '245,122,000', '211,915,000', '198,270,000')
         931727 function calls (909642 primitive calls) in 281.719 seconds

   Ordered by: internal time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        2    0.000    0.000    0.535    0.268 __init__.py:211(__init__)
       45    0.000    0.000    0.002    0.000 typing.py:1458(copy_with)
      161    0.000    0.000    0.000    0.000 feedparser.py:127(__next__)
      232    0.000    0.000    0.000    0.000 {built-in method _weakref._remove_dead_weakref}
       22    0.000    0.000    0.000    0.000 ipaddress.py:1187(_ip_int_from_string)
      160    0.000    0.000    0.011    0.000 _parser.py:98(closegroup)
      198    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:180(_path_isabs)
      216    0.000    0.000    0.000    0.000 _compiler.py:31(_combine_flags)
   108/90    0.000    0.000    0.000    0.000 typing.py:1258(__hash__)
       53    0.000    0.000    0.000    0.000 {method 'translate' of 'str' objects}
        1    0.000    0.000    0.000    0.000 iso8859_7.py:1(<module>)
        9    0.000    0.000    0.001    0.000 cookiejar.py:1599(make_cookies)
       17    0.000    0.000    0.001    0.000 feedparser.py:100(push)
       54    0.000    0.000    0.000    0.000 typing.py:1178(__getattr__)
       97    0.000    0.000    0.000    0.000 <string>:1(<lambda>)
    40/31    0.000    0.000    0.014    0.000 css_parser.py:746(parse_pseudo_open)
        1    0.000    0.000    0.000    0.000 stringprep.py:1(<module>)
        1    0.000    0.000    0.000    0.000 socket.py:215(socket)
       13    0.000    0.000    0.002    0.000 cookiejar.py:1272(_cookies_for_domain)
       28    0.000    0.000    0.000    0.000 cookiejar.py:1161(return_ok_domain)
        1    0.000    0.000    0.000    0.000 inspect.py:2366(_signature_from_function)
      118    0.000    0.000    0.000    0.000 {method 'isdigit' of 'str' objects}
      174    0.000    0.000    0.000    0.000 {built-in method _imp._fix_co_filename}
       23    0.000    0.000    0.001    0.000 <frozen abc>:105(__new__)
       78    0.000    0.000    0.003    0.000 _htmlparser.py:127(handle_startendtag)
        1    0.000    0.000    0.000    0.000 socket.py:664(SocketIO)
       26    0.000    0.000    0.000    0.000 {method 'read' of '_io.StringIO' objects}
      112    0.000    0.000    0.000    0.000 {method 'translate' of 'bytearray' objects}
        9    0.000    0.000    0.003    0.000 cookiejar.py:1356(add_cookie_header)
        9    0.000    0.000    0.000    0.000 {method 'setsockopt' of '_socket.socket' objects}
        1    0.000    0.000    0.000    0.000 css_match.py:544(CSSMatch)
        7    0.000    0.000    0.000    0.000 enum.py:1414(_missing_)
        4    0.000    0.000    0.000    0.000 {built-in method _ssl.txt2obj}
       88    0.000    0.000    0.000    0.000 ipaddress.py:1213(_parse_octet)
        9    0.000    0.000    0.000    0.000 feedparser.py:52(__init__)
       19    0.000    0.000    0.000    0.000 {method 'sort' of 'list' objects}
       75    0.000    0.000    0.000    0.000 css_types.py:251(__init__)
        8    0.000    0.000    0.495    0.062 client.py:468(read)
       52    0.000    0.000    0.000    0.000 _compiler.py:407(_generate_overlap_table)
      198    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:185(_path_abspath)
       24    0.000    0.000    0.000    0.000 util.py:16(lower)
        9    0.000    0.000    0.001    0.000 request.py:315(__init__)
       34    0.000    0.000    0.001    0.000 ipaddress.py:2238(__init__)
        9    0.000    0.000    0.000    0.000 {method 'getpeername' of '_socket.socket' objects}
      232    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:158(__init__)
    15/11    0.000    0.000    0.542    0.049 <frozen importlib._bootstrap_external>:1287(create_module)
       38    0.000    0.000    0.000    0.000 parse.py:947(quote_from_bytes)
      209    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:412(__init__)
        1    0.000    0.000    0.000    0.000 css_match.py:79(_DocumentNav)
        1    0.000    0.000    0.000    0.000 cp862.py:1(<module>)
      310    0.000    0.000    0.000    0.000 _compiler.py:428(_get_iscased)
      208    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:599(__init__)
        7    0.000    0.000    0.000    0.000 cookiejar.py:761(__init__)
        6    0.000    0.000    0.000    0.000 request.py:649(redirect_request)
        9    0.000    0.000    0.000    0.000 <frozen zipimport>:64(__init__)
        1    0.000    0.000  138.196  138.196 financial_enhanced.py:11(submit_yahoo_consent)
       36    0.000    0.000    0.000    0.000 message.py:596(get_content_type)
        1    0.000    0.000    0.000    0.000 cp863.py:1(<module>)
       90    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:1285(_sanity_check)
        9    0.000    0.000    0.000    0.000 socket.py:681(__init__)
        1    0.000    0.000    0.000    0.000 {built-in method math.exp}
        1    0.000    0.000    0.085    0.085 client.py:1(<module>)
       18    0.000    0.000    0.000    0.000 message.py:529(get_all)
      160    0.000    0.000    0.000    0.000 {method 'insert' of 'list' objects}
      190    0.000    0.000    0.000    0.000 {built-in method builtins.issubclass}
        1    0.000    0.000    0.000    0.000 cp866.py:1(<module>)
        9    0.000    0.000  279.210   31.023 request.py:1391(https_open)
       71    0.000    0.000    0.000    0.000 typing.py:2310(get_origin)
      283    0.000    0.000    0.000    0.000 typing.py:1252(__eq__)
       14    0.000    0.000    0.000    0.000 {method 'tolist' of 'memoryview' objects}
      484    0.000    0.000    0.000    0.000 css_types.py:73(__hash__)
       50    0.000    0.000    0.000    0.000 ipaddress.py:1920(__init__)
        9    0.000    0.000    0.000    0.000 client.py:1156(putrequest)
       22    0.000    0.000    0.002    0.000 typing.py:740(Optional)
       21    0.000    0.000    0.001    0.000 ipaddress.py:1502(__init__)
        9    0.000    0.000    0.000    0.000 cookiejar.py:1297(_cookie_attrs)
        9    0.000    0.000    0.001    0.000 <frozen importlib._bootstrap_external>:1456(_path_hooks)
        1    0.000    0.000    0.000    0.000 cp1125.py:1(<module>)
        1    0.000    0.000    0.000    0.000 cp720.py:1(<module>)
      146    0.000    0.000    0.000    0.000 {method 'replace' of 'str' objects}
       54    0.000    0.000    0.000    0.000 _policybase.py:289(_sanitize_header)
      128    0.000    0.000    0.001    0.000 typing.py:723(<genexpr>)
        1    0.000    0.000    0.000    0.000 cp850.py:9(Codec)
       26    0.000    0.000    0.002    0.000 feedparser.py:176(_call_parse)
        1    0.000    0.000    0.000    0.000 cp855.py:1(<module>)
       38    0.000    0.000    0.000    0.000 parse.py:871(quote)
        7    0.000    0.000    0.000    0.000 {built-in method _codecs_jp.getcodec}
        1    0.000    0.000    0.000    0.000 ipaddress.py:671(_BaseNetwork)
     24/9    0.000    0.000  279.217   31.024 request.py:485(_call_chain)
       17    0.000    0.000    0.003    0.000 feedparser.py:171(feed)
       68    0.000    0.000    0.000    0.000 {method 'fullmatch' of 're.Pattern' objects}
        1    0.000    0.000    0.000    0.000 element.py:352(PageElement)
       77    0.000    0.000    0.000    0.000 client.py:1084(_output)
        2    0.000    0.000    0.000    0.000 element.py:1266(_find_all)
        1    0.000    0.000    0.005    0.005 css_types.py:1(<module>)
       96    0.000    0.000    0.000    0.000 {built-in method builtins.all}
       26    0.000    0.000    0.000    0.000 cookiejar.py:550(domain_match)
       55    0.000    0.000    0.000    0.000 ipaddress.py:533(_split_addr_prefix)
       13    0.000    0.000    0.000    0.000 cookiejar.py:1188(domain_return_ok)
       26    0.000    0.000    0.000    0.000 cookiejar.py:691(reach)
       98    0.000    0.000    0.000    0.000 dammit.py:197(<genexpr>)
      123    0.000    0.000    0.000    0.000 {method 'isidentifier' of 'str' objects}
        1    0.000    0.000    0.001    0.001 __init__.py:135(BeautifulSoup)
        9    0.000    0.000    0.001    0.000 socket.py:770(close)
        9    0.000    0.000    0.001    0.000 request.py:339(full_url)
    15/11    0.000    0.000    0.177    0.016 {built-in method builtins.__import__}
        9    0.000    0.000  276.086   30.676 client.py:1353(request)
        2    0.000    0.000    0.000    0.000 parser.py:275(parse_html_declaration)
        9    0.000    0.000    0.000    0.000 cookiejar.py:1734(clear_expired_cookies)
       92    0.000    0.000    0.000    0.000 typing.py:1454(<genexpr>)
        7    0.000    0.000    0.000    0.000 cookiejar.py:949(set_ok)
      126    0.000    0.000    0.000    0.000 message.py:511(set_raw)
       15    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:662(spec_from_loader)
        6    0.000    0.000    0.000    0.000 message.py:451(__contains__)
        9    0.000    0.000  276.085   30.676 client.py:1340(endheaders)
        1    0.000    0.000    0.000    0.000 cp852.py:1(<module>)
        1    0.000    0.000    0.045    0.045 css_parser.py:428(CSSParser)
      289    0.000    0.000    0.000    0.000 typing.py:1246(<genexpr>)
        9    0.000    0.000  276.085   30.676 client.py:1102(_send_output)
       71    0.000    0.000    0.000    0.000 typing_extensions.py:3165(_is_unpacked_typevartuple)
       78    0.000    0.000    0.000    0.000 cookiejar.py:535(is_HDN)
        7    0.000    0.000    0.000    0.000 typing.py:1533(__getitem_inner__)
    63/41    0.000    0.000    0.003    0.000 typing.py:508(__getitem__)
    37/30    0.000    0.000    0.000    0.000 typing.py:1573(__hash__)
        9    0.000    0.000    0.000    0.000 __init__.py:183(__new__)
       14    0.000    0.000    0.000    0.000 _compiler.py:391(_bytes_to_codes)
        1    0.000    0.000    0.226    0.226 hashlib.py:1(<module>)
       15    0.000    0.000    0.000    0.000 cookiejar.py:647(request_path)
        1    0.000    0.000    0.035    0.035 _typing.py:1(<module>)
       25    0.000    0.000    0.000    0.000 request.py:378(get_method)
        6    0.000    0.000    0.000    0.000 {method 'rsplit' of 'str' objects}
        4    0.000    0.000    0.000    0.000 cookiejar.py:150(_str2time)
        7    0.000    0.000    0.000    0.000 cookiejar.py:1486(_cookie_from_cookie_tuple)
      270    0.000    0.000    0.000    0.000 enum.py:241(__set_name__)
        9    0.000    0.000    0.071    0.008 client.py:250(parse_headers)
        1    0.000    0.000    0.000    0.000 {built-in method _hashlib.openssl_sha384}
       42    0.000    0.000    0.000    0.000 {method 'acquire' of '_thread.RLock' objects}
        9    0.000    0.000    0.000    0.000 request.py:1265(do_request_)
        2    0.000    0.000    0.000    0.000 __init__.py:592(__init__)
       15    0.000    0.000    0.058    0.004 <frozen importlib._bootstrap_external>:1295(exec_module)
        2    0.000    0.000    0.000    0.000 __init__.py:669(reset)
        1    0.000    0.000    0.000    0.000 cp865.py:1(<module>)
        1    0.000    0.000    0.000    0.000 cp861.py:1(<module>)
        6    0.000    0.000    0.000    0.000 cookiejar.py:1389(_normalized_cookie_tuples)
        1    0.000    0.000    0.000    0.000 cp775.py:1(<module>)
      126    0.000    0.000    0.000    0.000 ssl.py:150(<lambda>)
      147    0.000    0.000    0.000    0.000 {method 'lstrip' of 'str' objects}
      160    0.000    0.000    0.000    0.000 typing.py:1565(__eq__)
        1    0.000    0.000    0.000    0.000 cp437.py:1(<module>)
        1    0.000    0.000    0.000    0.000 cp850.py:1(<module>)
        2    0.000    0.000    0.000    0.000 {built-in method _codecs_tw.getcodec}
        1    0.000    0.000    0.000    0.000 cp869.py:1(<module>)
        1    0.000    0.000    0.001    0.001 dammit.py:98(EntitySubstitution)
        1    0.000    0.000    0.000    0.000 cp864.py:1(<module>)
       55    0.000    0.000    0.000    0.000 ipaddress.py:156(_split_optional_netmask)
        1    0.000    0.000    0.000    0.000 filter.py:44(ElementFilter)
        9    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1567(__init__)
        1    0.000    0.000    0.000    0.000 cp860.py:1(<module>)
       13    0.000    0.000    0.000    0.000 _htmlparser.py:226(handle_charref)
        1    0.000    0.000    0.000    0.000 cp857.py:1(<module>)
       98    0.000    0.000    0.000    0.000 request.py:383(get_full_url)
        2    0.000    0.000    0.000    0.000 functools.py:188(total_ordering)
       25    0.000    0.000    0.000    0.000 ipaddress.py:431(_ip_int_from_prefix)
        1    0.000    0.000    0.000    0.000 css_types.py:34(Immutable)
        1    0.000    0.000    0.000    0.000 cp858.py:1(<module>)
      325    0.000    0.000    0.000    0.000 css_parser.py:312(get_name)
       16    0.000    0.000    0.019    0.001 css_parser.py:1149(process_selectors)
       17    0.000    0.000    0.000    0.000 parse.py:413(_splitnetloc)
        1    0.000    0.000    0.000    0.000 iso2022_jp_2004.py:1(<module>)
       26    0.000    0.000    0.001    0.000 cookiejar.py:726(is_third_party)
       31    0.000    0.000    0.000    0.000 ipaddress.py:1286(__init__)
      167    0.000    0.000    0.000    0.000 enum.py:1292(value)
        2    0.000    0.000    0.047    0.024 parser.py:1(<module>)
      323    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:71(_relax_case)
        1    0.000    0.000    0.000    0.000 cp737.py:1(<module>)
        1    0.000    0.000    0.000    0.000 ssl.py:678(verify_mode)
        1    0.000    0.000    0.001    0.001 calendar.py:1(<module>)
        1    0.000    0.000    0.076    0.076 request.py:565(build_opener)
        1    0.000    0.000    0.000    0.000 euc_jp.py:1(<module>)
        2    0.000    0.000    0.000    0.000 filter.py:378(__init__)
       16    0.000    0.000    0.043    0.003 css_parser.py:306(__init__)
       53    0.000    0.000    0.000    0.000 __init__.py:255(escape)
       14    0.000    0.000    0.000    0.000 _deprecation.py:67(deprecate)
       61    0.000    0.000    0.000    0.000 cookiejar.py:810(is_expired)
       28    0.000    0.000    0.000    0.000 {built-in method time.time}
       54    0.000    0.000    0.000    0.000 utils.py:52(_has_surrogates)
       45    0.000    0.000    0.000    0.000 enum.py:785(__delattr__)
       23    0.000    0.000    0.001    0.000 <frozen importlib._bootstrap>:463(_lock_unlock_module)
        1    0.000    0.000    0.000    0.000 lzma.py:38(LZMAFile)
        1    0.000    0.000    0.000    0.000 filter.py:1(<module>)
      106    0.000    0.000    0.000    0.000 element.py:2355(get)
       22    0.000    0.000    0.000    0.000 cookiejar.py:677(escape_path)
        1    0.000    0.000    0.012    0.012 _htmlparser.py:1(<module>)
        1    0.000    0.000    0.001    0.001 __meta__.py:1(<module>)
        1    0.000    0.000    0.000    0.000 iso2022_jp_3.py:1(<module>)
       39    0.000    0.000    0.000    0.000 functools.py:479(lru_cache)
        1    0.000    0.000    0.001    0.001 encoder.py:1(<module>)
      292    0.000    0.000    0.000    0.000 enum.py:1185(__init__)
        1    0.000    0.000    0.075    0.075 ssl.py:683(create_default_context)
      6/3    0.000    0.000  141.949   47.316 request.py:540(error)
        7    0.000    0.000    0.000    0.000 cookiejar.py:1015(set_ok_domain)
        4    0.000    0.000    0.000    0.000 {built-in method _codecs_cn.getcodec}
       48    0.000    0.000    0.001    0.000 cookiejar.py:636(eff_request_host)
        1    0.000    0.000    0.075    0.075 models.py:1(<module>)
       14    0.000    0.000    0.000    0.000 hashlib.py:126(__get_openssl_constructor)
        9    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1685(path_hook_for_FileFinder)
      174    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1153(__init__)
       40    0.000    0.000    0.000    0.000 request.py:397(add_header)
       46    0.000    0.000    0.000    0.000 ipaddress.py:1755(_parse_hextet)
        8    0.000    0.000    0.000    0.000 enum.py:1008(_find_data_type_)
       34    0.000    0.000    0.000    0.000 ipaddress.py:1631(_make_netmask)
       24    0.000    0.000    0.000    0.000 message.py:29(_splitparam)
        9    0.000    0.000    0.000    0.000 client.py:885(__init__)
        1    0.000    0.000    0.000    0.000 css_match.py:432(Inputs)
        9    0.000    0.000    0.000    0.000 socket.py:506(detach)
       68    0.000    0.000    0.000    0.000 _parser.py:304(checkgroupname)
       96    0.000    0.000    0.000    0.000 {built-in method sys._getframe}
        1    0.000    0.000    0.035    0.035 feedparser.py:1(<module>)
        1    0.000    0.000    0.000    0.000 latin_1.py:1(<module>)
        9    0.000    0.000    0.000    0.000 client.py:1033(close)
        4    0.000    0.000    0.000    0.000 enum.py:513(__prepare__)
        7    0.000    0.000    0.000    0.000 parse.py:555(urljoin)
      147    0.000    0.000    0.000    0.000 parse.py:108(_noop)
       44    0.000    0.000    0.000    0.000 {method 'seek' of '_io.StringIO' objects}
        3    0.000    0.000    0.000    0.000 typing_extensions.py:794(__init_subclass__)
       23    0.000    0.000    0.000    0.000 enum.py:1394(_iter_member_by_value_)
       27    0.000    0.000    0.000    0.000 {method 'gettimeout' of '_socket.socket' objects}
       13    0.000    0.000    0.000    0.000 dammit.py:1371(numeric_character_reference)
        1    0.000    0.000    0.000    0.000 iso2022_jp_1.py:1(<module>)
       42    0.000    0.000    0.000    0.000 {method 'release' of '_thread.RLock' objects}
        1    0.000    0.000    0.005    0.005 lzma.py:1(<module>)
        9    0.000    0.000    0.000    0.000 feedparser.py:182(close)
        1    0.000    0.000    0.015    0.015 tempfile.py:1(<module>)
        9    0.000    0.000  279.210   31.023 request.py:525(_open)
        9    0.000    0.000    0.002    0.000 cookiejar.py:1290(_cookies_for_request)
      126    0.000    0.000    0.000    0.000 ssl.py:125(<lambda>)
       20    0.000    0.000    0.001    0.000 socket.py:500(close)
        1    0.000    0.000    0.650    0.650 formatter.py:1(<module>)
        9    0.000    0.000    0.002    0.000 request.py:1410(http_response)
      128    0.000    0.000    0.000    0.000 typing.py:935(__eq__)
       10    0.000    0.000    0.000    0.000 ssl.py:1173(send)
      107    0.000    0.000    0.000    0.000 constant.py:417(<lambda>)
        9    0.000    0.000    0.000    0.000 parse.py:1095(_splittype)
       88    0.000    0.000    0.000    0.000 {method 'setdefault' of 'dict' objects}
        1    0.000    0.000    0.001    0.001 base64.py:1(<module>)
        1    0.000    0.000    0.000    0.000 shift_jis_2004.py:1(<module>)
        1    0.000    0.000    0.001    0.001 _markupbase.py:1(<module>)
        1    0.000    0.000    0.000    0.000 traceback.py:1(<module>)
        2    0.000    0.000    0.000    0.000 _htmlparser.py:278(handle_decl)
       13    0.000    0.000    0.000    0.000 parse.py:525(urlunparse)
        9    0.000    0.000    0.001    0.000 {method 'close' of '_io.BufferedReader' objects}
       42    0.000    0.000    0.000    0.000 typing.py:317(_deduplicate)
        1    0.000    0.000    0.000    0.000 shift_jisx0213.py:1(<module>)
        4    0.000    0.000    0.000    0.000 enum.py:816(__iter__)
        1    0.000    0.000    0.000    0.000 __init__.py:1117(StreamHandler)
        1    0.000    0.000    0.000    0.000 header.py:408(_ValueFormatter)
        3    0.000    0.000    0.000    0.000 typing.py:1047(_generic_class_getitem)
       28    0.000    0.000    0.000    0.000 typing_extensions.py:531(__setattr__)
        1    0.000    0.000    0.000    0.000 ipaddress.py:1420(IPv4Interface)
       13    0.000    0.000    0.000    0.000 parse.py:536(urlunsplit)
       15    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:501(_requires_builtin_wrapper)
        1    0.000    0.000    0.000    0.000 css_types.py:351(SelectorList)
        7    0.000    0.000    0.000    0.000 typing.py:1519(__getitem__)
       45    0.000    0.000    0.000    0.000 {method 'values' of 'dict' objects}
        1    0.000    0.000    0.000    0.000 iso8859_13.py:1(<module>)
        1    0.000    0.000    0.000    0.000 ssl.py:504(set_alpn_protocols)
        9    0.000    0.000    0.001    0.000 request.py:370(_parse)
       21    0.000    0.000    0.000    0.000 ipaddress.py:1161(_make_netmask)
        1    0.000    0.000    0.000    0.000 _html5lib.py:1(<module>)
      100    0.000    0.000    0.000    0.000 {method 'partition' of 'str' objects}
       14    0.000    0.000    0.001    0.000 typing.py:885(__init__)
        9    0.000    0.000    0.000    0.000 client.py:1477(__init__)
        4    0.000    0.000    0.000    0.000 cookiejar.py:232(http2time)
      151    0.000    0.000    0.000    0.000 {method 'isascii' of 'str' objects}
       18    0.000    0.000    0.000    0.000 {function SocketIO.close at 0x711d91167420}
        1    0.000    0.000    0.001    0.001 selectors.py:1(<module>)
        1    0.000    0.000    0.000    0.000 filter.py:130(filter)
      126    0.000    0.000    0.000    0.000 ssl.py:135(<lambda>)
      204    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:653(has_location)
      9/3    0.000    0.000  141.949   47.316 request.py:624(http_response)
        1    0.000    0.000    0.000    0.000 util.py:1(<module>)
       40    0.000    0.000    0.000    0.000 {method 'format' of 'str' objects}
        1    0.000    0.000    0.006    0.006 header.py:1(<module>)
        1    0.000    0.000    0.011    0.011 iso2022_jp.py:1(<module>)
        1    0.000    0.000    0.000    0.000 css_parser.py:323(SpecialPseudoPattern)
      126    0.000    0.000    0.000    0.000 ssl.py:130(<lambda>)
      126    0.000    0.000    0.000    0.000 ssl.py:145(<lambda>)
        1    0.000    0.000    0.002    0.002 ipaddress.py:1(<module>)
       54    0.000    0.000    0.000    0.000 _policybase.py:319(header_fetch_parse)
       16    0.000    0.000    0.000    0.000 _htmlparser.py:250(handle_entityref)
      126    0.000    0.000    0.000    0.000 ssl.py:140(<lambda>)
        4    0.000    0.000    0.000    0.000 typing_extensions.py:603(_get_protocol_attrs)
       59    0.000    0.000    0.000    0.000 {method 'title' of 'str' objects}
       25    0.000    0.000    0.000    0.000 ipaddress.py:474(_prefix_from_prefix_string)
        1    0.000    0.000    0.000    0.000 request.py:2510(getproxies_environment)
       31    0.000    0.000    0.000    0.000 element.py:2368(get_attribute_list)
        9    0.000    0.000    0.000    0.000 ssl.py:441(_encode_hostname)
        1    0.000    0.000    0.000    0.000 dammit.py:485(EncodingDetector)
      174    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1178(get_filename)
       27    0.000    0.000    0.000    0.000 message.py:620(get_content_maintype)
       24    0.000    0.000    0.000    0.000 typing.py:2476(overload)
        1    0.000    0.000    0.000    0.000 <frozen os>:44(_get_exports_list)
      135    0.000    0.000    0.000    0.000 {method 'popleft' of 'collections.deque' objects}
        9    0.000    0.000    0.000    0.000 client.py:435(close)
        1    0.000    0.000    0.000    0.000 _policybase.py:99(_extend_docstrings)
        2    0.000    0.000    0.000    0.000 __init__.py:108(lookup)
      125    0.000    0.000    0.000    0.000 request.py:333(full_url)
       39    0.000    0.000    0.000    0.000 typing_extensions.py:3105(_check_generic)
        1    0.000    0.000    0.003    0.003 cp932.py:1(<module>)
        1    0.000    0.000    0.001    0.001 ipaddress.py:2314(_IPv6Constants)
        5    0.000    0.000    0.000    0.000 {method 'toordinal' of 'datetime.date' objects}
        1    0.000    0.000    0.000    0.000 tempfile.py:824(SpooledTemporaryFile)
       15    0.000    0.000    0.001    0.000 <frozen importlib._bootstrap>:989(create_module)
       68    0.000    0.000    0.000    0.000 client.py:1360(<genexpr>)
        1    0.000    0.000    0.109    0.109 cp949.py:1(<module>)
        2    0.000    0.000    0.000    0.000 __init__.py:262(_register_at_fork_reinit_lock)
        9    0.000    0.000    0.000    0.000 feedparser.py:69(close)
        1    0.000    0.000    0.000    0.000 iso8859_9.py:1(<module>)
        3    0.000    0.000    0.000    0.000 parse.py:841(__getattr__)
      174    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:986(create_module)
        1    0.000    0.000    0.000    0.000 ssl.py:944(SSLSocket)
       23    0.000    0.000    0.000    0.000 enum.py:1404(_iter_member_by_def_)
        1    0.000    0.000    0.000    0.000 {method 'disable' of '_lsprof.Profiler' objects}
       38    0.000    0.000    0.000    0.000 {method 'rstrip' of 'bytes' objects}
        1    0.000    0.000    0.000    0.000 iso8859_14.py:1(<module>)
       45    0.000    0.000    0.000    0.000 {built-in method builtins.delattr}
       11    0.000    0.000    0.001    0.000 socket.py:496(_real_close)
        4    0.000    0.000    0.000    0.000 typing_extensions.py:670(__new__)
        9    0.000    0.000    0.000    0.000 feedparser.py:195(_new_message)
        5    0.000    0.000    0.000    0.000 typing.py:1548(__getitem__)
        9    0.000    0.000    0.003    0.000 request.py:1406(http_request)
        1    0.000    0.000    0.002    0.002 gb18030.py:1(<module>)
       22    0.000    0.000    0.000    0.000 feedparser.py:121(pushlines)
        9    0.000    0.000    0.000    0.000 parse.py:1226(_splittag)
        1    0.000    0.000    0.000    0.000 css_parser.py:681(parse_pseudo_nth)
       38    0.000    0.000    0.000    0.000 filter.py:726(match)
        6    0.000    0.000    0.000    0.000 cookiejar.py:1578(_cookies_from_attrs_set)
        1    0.000    0.000    0.004    0.004 pretty.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _encoded_words.py:1(<module>)
        1    0.000    0.000    0.032    0.032 _policybase.py:1(<module>)
       39    0.000    0.000    0.000    0.000 request.py:405(has_header)
        8    0.000    0.000    0.000    0.000 cookiejar.py:1214(path_return_ok)
       14    0.000    0.000    0.000    0.000 {built-in method _bisect.insort_right}
        1    0.000    0.000    0.000    0.000 __meta__.py:83(__new__)
        1    0.000    0.000    0.000    0.000 koi8_r.py:1(<module>)
       16    0.000    0.000    0.000    0.000 css_parser.py:459(__init__)
        4    0.000    0.000    0.000    0.000 enum.py:1035(_find_new_)
        5    0.000    0.000    0.000    0.000 element.py:90(__getattr__)
        7    0.000    0.000    0.000    0.000 typing.py:1515(copy_with)
        1    0.000    0.000    0.001    0.001 ipaddress.py:1569(_IPv4Constants)
        1    0.000    0.000    0.000    0.000 message.py:135(Message)
        1    0.000    0.000    0.002    0.002 idna.py:1(<module>)
       16    0.000    0.000    0.000    0.000 enum.py:1692(_simple_enum)
        9    0.000    0.000    0.000    0.000 client.py:447(flush)
        8    0.000    0.000    0.000    0.000 enum.py:967(_get_mixins_)
       28    0.000    0.000    0.000    0.000 {built-in method sys.audit}
        9    0.000    0.000    0.000    0.000 client.py:944(_get_hostport)
       50    0.000    0.000    0.000    0.000 {built-in method sys.intern}
        9    0.000    0.000    0.000    0.000 parse.py:1074(unwrap)
        1    0.000    0.000    0.000    0.000 iso2022_jp_2.py:1(<module>)
      104    0.000    0.000    0.000    0.000 cookiejar.py:44(_debug)
        3    0.000    0.000    0.000    0.000 typing.py:381(decorator)
       18    0.000    0.000    0.000    0.000 {method 'split' of 'bytes' objects}
        1    0.000    0.000    0.125    0.125 css.py:1(<module>)
        1    0.000    0.000    0.000    0.000 {function Random.seed at 0x711d9131a200}
      4/3    0.000    0.000    0.000    0.000 {built-in method _abc._abc_subclasscheck}
        1    0.000    0.000    0.000    0.000 bz2.py:26(BZ2File)
        1    0.000    0.000    0.000    0.000 ssl.py:422(SSLContext)
        2    0.000    0.000    0.535    0.267 _htmlparser.py:433(feed)
        1    0.000    0.000    0.002    0.002 message.py:1(<module>)
        1    0.000    0.000    0.055    0.055 __init__.py:71(search_function)
        1    0.000    0.000    0.000    0.000 parse.py:974(urlencode)
        1    0.000    0.000    0.001    0.001 charset.py:1(<module>)
        1    0.000    0.000    0.000    0.000 hz.py:1(<module>)
       42    0.000    0.000    0.000    0.000 <frozen os>:703(__iter__)
       34    0.000    0.000    0.000    0.000 ipaddress.py:1885(_split_scope_id)
        4    0.000    0.000    0.000    0.000 enum.py:957(_check_for_existing_members_)
        1    0.000    0.000    0.000    0.000 inspect.py:2470(_signature_from_callable)
        2    0.000    0.000    0.000    0.000 __init__.py:450(validate)
      130    0.000    0.000    0.000    0.000 enum.py:942(<lambda>)
        5    0.000    0.000    0.000    0.000 typing_extensions.py:749(__eq__)
        1    0.000    0.000    0.000    0.000 ipaddress.py:1611(_BaseV6)
        5    0.000    0.000    0.000    0.000 inspect.py:2712(__init__)
        1    0.000    0.000    0.000    0.000 gb2312.py:1(<module>)
        1    0.000    0.000    0.000    0.000 shift_jis.py:1(<module>)
       11    0.000    0.000    0.000    0.000 {method 'clear' of 'list' objects}
       44    0.000    0.000    0.000    0.000 typing.py:944(__hash__)
        7    0.000    0.000    0.000    0.000 cookiejar.py:1667(set_cookie)
        1    0.000    0.000    0.001    0.001 big5hkscs.py:1(<module>)
        3    0.000    0.000    0.000    0.000 {built-in method _codecs_kr.getcodec}
        1    0.000    0.000    0.000    0.000 client.py:837(HTTPConnection)
       19    0.000    0.000    0.000    0.000 request.py:401(add_unredirected_header)
       72    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1573(<genexpr>)
        1    0.000    0.000    0.001    0.001 big5.py:1(<module>)
        1    0.000    0.000    0.000    0.000 request.py:313(Request)
       28    0.000    0.000    0.000    0.000 cookiejar.py:1141(return_ok_expires)
