('Total Revenue', '305,453,000', '281,724,000', '245,122,000', '211,915,000', '198,270,000')
         1046056 function calls (1020540 primitive calls) in 44.380 seconds

   Ordered by: internal time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        3    0.000    0.000    1.450    0.483 socket.py:946(getaddrinfo)
        1    0.000    0.000    0.003    0.003 _common.py:1(<module>)
        1    0.000    0.000    0.009    0.009 _htmlparser.py:1(<module>)
      254    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1153(__init__)
       41    0.000    0.000    0.001    0.000 cookiejar.py:1123(return_ok_verifiability)
       55    0.000    0.000    0.000    0.000 ipaddress.py:156(_split_optional_netmask)
        9    0.000    0.000    0.001    0.000 models.py:384(copy)
        9    0.000    0.000    0.000    0.000 message.py:243(get_payload)
        1    0.000    0.000    0.000    0.000 cp861.py:1(<module>)
        9    0.000    0.000    0.001    0.000 connection.py:390(putrequest)
        9    0.000    0.000    0.001    0.000 poolmanager.py:319(connection_from_context)
        1    0.000    0.000    0.046    0.046 css_parser.py:428(CSSParser)
        2    0.000    0.000    0.004    0.002 abc.py:1(<module>)
        1    0.000    0.000    0.000    0.000 cp864.py:1(<module>)
        1    0.000    0.000    0.000    0.000 cp862.py:1(<module>)
        1    0.000    0.000    0.000    0.000 cp1125.py:1(<module>)
        1    0.000    0.000    0.000    0.000 {built-in method builtins.dir}
       95    0.000    0.000    0.000    0.000 {method 'rstrip' of 'bytes' objects}
        1    0.000    0.000    0.001    0.001 message.py:1(<module>)
        3    0.000    0.000    0.000    0.000 ssl.py:504(set_alpn_protocols)
       35    0.000    0.000    0.000    0.000 contextlib.py:132(__enter__)
       76    0.000    0.000    0.000    0.000 copyreg.py:98(__newobj__)
        1    0.000    0.000    0.000    0.000 cp866.py:1(<module>)
        1    0.000    0.000    0.000    0.000 ipaddress.py:383(_IPAddressBase)
       14    0.000    0.000    0.000    0.000 _compiler.py:391(_bytes_to_codes)
        2    0.000    0.000    0.002    0.001 _collections.py:1(<module>)
       11    0.000    0.000    0.000    0.000 client.py:468(read)
        1    0.000    0.000    0.000    0.000 cp737.py:1(<module>)
        1    0.000    0.000    0.005    0.005 _typing.py:1(<module>)
        1    0.000    0.000    0.001    0.001 <frozen ntpath>:1(<module>)
        1    0.000    0.000    0.000    0.000 cp775.py:1(<module>)
       22    0.000    0.000    0.000    0.000 utils.py:335(to_key_val_list)
        1    0.000    0.000    0.001    0.001 calendar.py:1(<module>)
      101    0.000    0.000    0.000    0.000 {built-in method builtins.all}
        1    0.000    0.000    0.000    0.000 cp863.py:1(<module>)
       70    0.000    0.000    0.000    0.000 typing_extensions.py:3165(_is_unpacked_typevartuple)
        1    0.000    0.000    0.000    0.000 cp869.py:1(<module>)
       18    0.000    0.000    0.000    0.000 timeout.py:188(clone)
        9    0.000    0.000    0.000    0.000 response.py:40(assert_header_parsing)
        3    0.000    0.000   33.199   11.066 ssl_.py:413(ssl_wrap_socket)
       17    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:501(_requires_builtin_wrapper)
       33    0.000    0.000    0.001    0.000 <frozen genericpath>:16(exists)
      325    0.000    0.000    0.000    0.000 css_parser.py:312(get_name)
        1    0.000    0.000    0.000    0.000 cp852.py:1(<module>)
        2    0.000    0.000    0.002    0.001 core.py:1(<module>)
       10    0.000    0.000    0.001    0.000 client.py:1047(send)
        1    0.000    0.000    0.001    0.001 retry.py:1(<module>)
        3    0.000    0.000   33.100   11.033 ssl.py:449(wrap_socket)
       21    0.000    0.000    0.000    0.000 response.py:786(release_conn)
        1    0.000    0.000    0.000    0.000 cp855.py:1(<module>)
       81    0.000    0.000    0.000    0.000 threading.py:299(__enter__)
        9    0.000    0.000    0.000    0.000 feedparser.py:182(close)
        9    0.000    0.000    0.000    0.000 message.py:483(items)
       11    0.000    0.000    0.000    0.000 typing.py:1415(__mro_entries__)
        1    0.000    0.000    0.061    0.061 compat.py:1(<module>)
       32    0.000    0.000    0.000    0.000 {method 'subn' of 're.Pattern' objects}
       15    0.000    0.000    0.000    0.000 models.py:771(is_redirect)
       12    0.000    0.000    0.000    0.000 models.py:336(__init__)
        7    0.000    0.000    0.000    0.000 {built-in method _codecs_jp.getcodec}
        1    0.000    0.000    0.000    0.000 cp857.py:1(<module>)
    16/13    0.000    0.000    0.010    0.001 <frozen importlib._bootstrap_external>:1287(create_module)
        1    0.000    0.000    0.004    0.004 adapters.py:1(<module>)
       20    0.000    0.000    0.000    0.000 typing.py:1465(__subclasscheck__)
        1    0.000    0.000    0.000    0.000 cp860.py:1(<module>)
      126    0.000    0.000    0.000    0.000 ssl.py:150(<lambda>)
        1    0.000    0.000    0.000    0.000 cp865.py:1(<module>)
        1    0.000    0.000    0.000    0.000 ssl.py:944(SSLSocket)
        7    0.000    0.000    0.000    0.000 {method 'poll' of 'select.poll' objects}
      126    0.000    0.000    0.000    0.000 ssl.py:140(<lambda>)
      127    0.000    0.000    0.000    0.000 {method 'replace' of 'str' objects}
        9    0.000    0.000    0.001    0.000 poolmanager.py:290(connection_from_host)
        1    0.000    0.000    0.000    0.000 cp850.py:1(<module>)
        1    0.000    0.000    0.001    0.001 base64.py:1(<module>)
       18    0.000    0.000    0.000    0.000 calendar.py:683(timegm)
       34    0.000    0.000    0.000    0.000 contextlib.py:141(__exit__)
       31    0.000    0.000    0.000    0.000 cookiejar.py:1004(set_ok_path)
       46    0.000    0.000    0.000    0.000 ipaddress.py:1755(_parse_hextet)
        1    0.000    0.000    0.001    0.001 _html5lib.py:1(<module>)
        1    0.000    0.000    0.000    0.000 cp858.py:1(<module>)
        4    0.000    0.000    0.000    0.000 __init__.py:1323(append)
      169    0.000    0.000    0.000    0.000 {method 'values' of 'dict' objects}
       26    0.000    0.000    0.000    0.000 socket.py:100(_intenum_converter)
      168    0.000    0.000    0.000    0.000 enum.py:1292(value)
       72    0.000    0.000    0.000    0.000 cookies.py:46(get_origin_req_host)
       12    0.000    0.000    0.000    0.000 utils.py:623(unquote_unreserved)
        3    0.000    0.000    0.003    0.001 connectionpool.py:1170(_close_pool_connections)
        1    0.000    0.000    0.000    0.000 ssl.py:422(SSLContext)
       17    0.000    0.000    0.001    0.000 <frozen importlib._bootstrap>:989(create_module)
        4    0.000    0.000    0.000    0.000 _deprecation.py:22(_deprecated_alias)
       34    0.000    0.000    0.000    0.000 ipaddress.py:1631(_make_netmask)
       37    0.000    0.000    0.000    0.000 _internal_utils.py:26(to_native_string)
        7    0.000    0.000    0.000    0.000 enum.py:1035(_find_new_)
       21    0.000    0.000    0.002    0.000 request.py:2547(proxy_bypass_environment)
        9    0.000    0.000    0.000    0.000 __init__.py:1497(__init__)
       98    0.000    0.000    0.000    0.000 dammit.py:197(<genexpr>)
       16    0.000    0.000    0.000    0.000 response.py:395(put)
        1    0.000    0.000    0.000    0.000 filter.py:130(filter)
       72    0.000    0.000    0.000    0.000 cookies.py:90(unverifiable)
       63    0.000    0.000    0.000    0.000 {built-in method builtins.delattr}
      254    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1178(get_filename)
        1    0.000    0.000    0.005    0.005 header.py:1(<module>)
        3    0.000    0.000    0.000    0.000 {method 'flush' of 'zlib.Decompress' objects}
       33    0.000    0.000    0.000    0.000 <frozen _collections_abc>:819(keys)
        1    0.000    0.000    0.001    0.001 encoder.py:1(<module>)
      211    0.000    0.000    0.000    0.000 cookiejar.py:44(_debug)
        9    0.000    0.000    0.000    0.000 request.py:197(body_to_chunks)
        9    0.000    0.000    0.000    0.000 socket.py:770(close)
        7    0.000    0.000    0.000    0.000 typing.py:1966(__init_subclass__)
        1    0.000    0.000    0.002    0.002 ipaddress.py:1(<module>)
        1    0.000    0.000    0.000    0.000 __init__.py:365(Distribution)
      288    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:653(has_location)
      136    0.000    0.000    0.000    0.000 connection.py:412(<genexpr>)
       73    0.000    0.000    0.000    0.000 _parser.py:304(checkgroupname)
       81    0.000    0.000    0.000    0.000 {method '__enter__' of '_thread.lock' objects}
       78    0.000    0.000    0.000    0.000 {method 'acquire' of '_thread.lock' objects}
      295    0.000    0.000    0.000    0.000 enum.py:1185(__init__)
        1    0.000    0.000    0.000    0.000 inspect.py:2366(_signature_from_function)
       31    0.000    0.000    0.000    0.000 threading.py:124(RLock)
        1    0.000    0.000    0.001    0.001 lzma.py:1(<module>)
       13    0.000    0.000    0.000    0.000 _htmlparser.py:226(handle_charref)
       33    0.000    0.000    0.000    0.000 <frozen _collections_abc>:940(pop)
       41    0.000    0.000    0.000    0.000 {method 'format' of 'str' objects}
       16    0.000    0.000    0.044    0.003 css_parser.py:306(__init__)
       16    0.000    0.000    0.000    0.000 response.py:494(<genexpr>)
       44    0.000    0.000    0.000    0.000 enum.py:117(_iter_bits_lsb)
        9    0.000    0.000    0.000    0.000 socket.py:681(__init__)
        9    0.000    0.000    0.000    0.000 adapters.py:281(cert_verify)
        1    0.000    0.000    0.004    0.004 sessions.py:1(<module>)
        2    0.000    0.000    0.000    0.000 pathlib.py:387(_parse_path)
        3    0.000    0.000   33.100   11.033 ssl.py:1313(do_handshake)
       24    0.000    0.000    0.000    0.000 {method 'cast' of 'memoryview' objects}
       31    0.000    0.000    0.000    0.000 ipaddress.py:1286(__init__)
       14    0.000    0.000    0.000    0.000 _deprecation.py:67(deprecate)
        3    0.000    0.000    0.000    0.000 models.py:485(prepare_headers)
       12    0.000    0.000    0.000    0.000 url.py:100(__new__)
        2    0.000    0.000    0.000    0.000 selectors.py:588(_can_use)
        1    0.000    0.000    0.001    0.001 dammit.py:98(EntitySubstitution)
       18    0.000    0.000    0.000    0.000 response.py:600(_init_decoder)
       18    0.000    0.000    0.000    0.000 structures.py:76(copy)
      126    0.000    0.000    0.000    0.000 ssl.py:125(<lambda>)
        9    0.000    0.000    0.000    0.000 adapters.py:77(_urllib3_request_context)
        9    0.000    0.000    0.001    0.000 poolmanager.py:344(connection_from_pool_key)
        9    0.000    0.000    0.000    0.000 adapters.py:524(request_url)
       12    0.000    0.000    0.003    0.000 cookiejar.py:1290(_cookies_for_request)
      170    0.000    0.000    0.000    0.000 {method 'isascii' of 'str' objects}
        1    0.000    0.000    0.000    0.000 tis_620.py:1(<module>)
      119    0.000    0.000    0.000    0.000 {method '__contains__' of 'frozenset' objects}
        1    0.000    0.000    0.003    0.003 selectors.py:1(<module>)
       13    0.000    0.000    0.000    0.000 parse.py:536(urlunsplit)
       13    0.000    0.000    0.000    0.000 {built-in method sys.audit}
        3    0.000    0.000    0.000    0.000 connectionpool.py:1044(_new_conn)
       10    0.000    0.000    0.000    0.000 {method '__init_subclass__' of 'object' objects}
        9    0.000    0.000    0.001    0.000 connectionpool.py:256(_get_conn)
       13    0.000    0.000    0.000    0.000 parse.py:525(urlunparse)
        9    0.000    0.000    0.000    0.000 idna.py:155(encode)
        1    0.000    0.000    0.007    0.007 css_match.py:1(<module>)
        1    0.000    0.000    0.000    0.000 __init__.py:742(Prepared)
       24    0.000    0.000    0.000    0.000 message.py:29(_splitparam)
       88    0.000    0.000    0.000    0.000 {built-in method sys._getframe}
        1    0.000    0.000    0.000    0.000 request.py:1700(URLopener)
        1    0.000    0.000    0.001    0.001 ipaddress.py:2314(_IPv6Constants)
       13    0.000    0.000    0.000    0.000 parse.py:413(_splitnetloc)
       72    0.000    0.000    0.000    0.000 cookies.py:94(origin_req_host)
        1    0.000    0.000    0.000    0.000 connection.py:82(HTTPConnection)
      254    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:986(create_module)
       28    0.000    0.000    0.000    0.000 {method 'setter' of 'property' objects}
        1    0.000    0.000    0.000    0.000 css_match.py:79(_DocumentNav)
       32    0.000    0.000    0.000    0.000 functools.py:65(wraps)
      154    0.000    0.000    0.000    0.000 {method 'popleft' of 'collections.deque' objects}
        2    0.000    0.000    0.000    0.000 __init__.py:669(reset)
        3    0.000    0.000    0.002    0.001 models.py:353(prepare)
       12    0.000    0.000    0.000    0.000 utils.py:647(requote_uri)
        1    0.000    0.000    0.000    0.000 {built-in method _warnings.warn}
       23    0.000    0.000    0.000    0.000 response.py:9(is_fp_closed)
        1    0.000    0.000    0.000    0.000 traceback.py:1(<module>)
      134    0.000    0.000    0.000    0.000 _collections.py:295(__iter__)
      160    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1573(<genexpr>)
       14    0.000    0.000    0.000    0.000 enum.py:967(_get_mixins_)
       26    0.000    0.000    0.000    0.000 enum.py:1404(_iter_member_by_def_)
        3    0.000    0.000    0.000    0.000 typing.py:1721(_get_protocol_attrs)
        3    0.000    0.000    0.000    0.000 ssl.py:542(minimum_version)
        1    0.000    0.000    0.000    0.000 _lxml.py:1(<module>)
       15    0.000    0.000    0.001    0.000 cookies.py:542(merge_cookies)
        1    0.000    0.000    0.000    0.000 ipaddress.py:671(_BaseNetwork)
        1    0.000    0.000    0.032    0.032 _request_methods.py:1(<module>)
        9    0.000    0.000    0.001    0.000 client.py:1102(_send_output)
        1    0.000    0.000    0.000    0.000 __init__.py:691(DetectsXMLParsedAsHTML)
        5    0.000    0.000    0.000    0.000 formatter.py:198(__init__)
       18    0.000    0.000    0.000    0.000 cookiejar.py:81(_timegm)
       21    0.000    0.000    0.000    0.000 ipaddress.py:1161(_make_netmask)
        1    0.000    0.000    0.000    0.000 __init__.py:504(HTMLTreeBuilder)
      107    0.000    0.000    0.000    0.000 constant.py:417(<lambda>)
       31    0.000    0.000    0.001    0.000 cookiejar.py:983(set_ok_verifiability)
        1    0.000    0.000    0.000    0.000 retry.py:41(Retry)
       22    0.000    0.000    0.000    0.000 ipaddress.py:1187(_ip_int_from_string)
       25    0.000    0.000    0.000    0.000 ipaddress.py:474(_prefix_from_prefix_string)
      194    0.000    0.000    0.000    0.000 status_codes.py:117(<genexpr>)
        9    0.000    0.000    0.000    0.000 utils.py:526(get_encoding_from_headers)
       12    0.000    0.000    0.000    0.000 client.py:435(close)
        9    0.000    0.000    0.000    0.000 retry.py:403(is_retry)
       26    0.000    0.000    0.000    0.000 response.py:890(_error_catcher)
      126    0.000    0.000    0.000    0.000 ssl.py:145(<lambda>)
        1    0.000    0.000    0.000    0.000 <frozen os>:44(_get_exports_list)
        1    0.000    0.000    0.041    0.041 _base_connection.py:1(<module>)
        4    0.000    0.000    0.000    0.000 models.py:108(_encode_params)
       28    0.000    0.000    0.000    0.000 typing_extensions.py:531(__setattr__)
      126    0.000    0.000    0.000    0.000 ssl.py:130(<lambda>)
       53    0.000    0.000    0.000    0.000 {method 'split' of 'bytes' objects}
       14    0.000    0.000    0.000    0.000 {method 'tolist' of 'memoryview' objects}
      126    0.000    0.000    0.000    0.000 ssl.py:135(<lambda>)
        1    0.000    0.000    0.014    0.014 _policybase.py:1(<module>)
       49    0.000    0.000    0.000    0.000 cookiejar.py:1753(__iter__)
        2    0.000    0.000    0.000    0.000 pathlib.py:551(drive)
      114    0.000    0.000    0.000    0.000 __init__.py:429(<genexpr>)
       18    0.000    0.000    0.000    0.000 <frozen _collections_abc>:823(items)
       44    0.000    0.000    0.000    0.000 {method 'seek' of '_io.StringIO' objects}
       11    0.000    0.000    0.000    0.000 cookiejar.py:1214(path_return_ok)
       27    0.000    0.000    0.000    0.000 typing.py:487(__repr__)
       12    0.000    0.000    0.002    0.000 utils.py:813(get_environ_proxies)
       31    0.000    0.000    0.000    0.000 element.py:2368(get_attribute_list)
        3    0.000    0.000    0.000    0.000 client.py:885(__init__)
        5    0.000    0.000    0.000    0.000 __init__.py:928(__init__)
    84/53    0.000    0.000    0.000    0.000 <frozen abc>:121(__subclasscheck__)
        2    0.000    0.000    0.000    0.000 functools.py:188(total_ordering)
        4    0.000    0.000    0.000    0.000 typing_extensions.py:603(_get_protocol_attrs)
       75    0.000    0.000    0.000    0.000 {built-in method _sre.ascii_iscased}
        6    0.000    0.000    0.000    0.000 abc.py:41(_register)
        4    0.000    0.000    0.000    0.000 functools.py:852(register)
       10    0.000    0.000    0.000    0.000 ssl.py:1173(send)
        1    0.000    0.000    0.000    0.000 typing_extensions.py:233(_SpecialForm)
       41    0.000    0.000    0.000    0.000 cookiejar.py:1141(return_ok_expires)
       12    0.000    0.000    0.000    0.000 __init__.py:1517(debug)
        7    0.000    0.000    0.000    0.000 typing.py:1822(__new__)
        3    0.000    0.000    0.000    0.000 poolmanager.py:199(__init__)
       35    0.000    0.000    0.000    0.000 typing_extensions.py:3105(_check_generic)
        1    0.000    0.000    0.000    0.000 _policybase.py:99(_extend_docstrings)
        7    0.000    0.000    0.000    0.000 functools.py:660(_c3_merge)
        9    0.000    0.000    0.000    0.000 client.py:967(_wrap_ipv6)
        8    0.000    0.000    0.001    0.000 typing.py:1519(__getitem__)
        3    0.000    0.000    0.000    0.000 {built-in method zlib.decompressobj}
       21    0.000    0.000    0.000    0.000 {function SocketIO.close at 0x7eb693297a60}
        9    0.000    0.000    0.000    0.000 {method 'close' of '_io.BufferedReader' objects}
        3    0.000    0.000    0.000    0.000 retry.py:211(__init__)
        6    0.000    0.000    0.000    0.000 wait.py:57(poll_wait_for_socket)
       42    0.000    0.000    0.000    0.000 {method 'groups' of 're.Match' objects}
       27    0.000    0.000    0.000    0.000 message.py:620(get_content_maintype)
        1    0.000    0.000    0.004    0.004 css_types.py:1(<module>)
        1    0.000    0.000    0.000    0.000 typing.py:746(Literal)
        1    0.000    0.000    0.000    0.000 dammit.py:485(EncodingDetector)
        1    0.000    0.000    0.000    0.000 pathlib.py:291(PurePath)
       18    0.000    0.000    0.000    0.000 enum.py:1411(<lambda>)
      257    0.000    0.000    0.000    0.000 hmac.py:19(<genexpr>)
        2    0.000    0.000    0.000    0.000 filter.py:378(__init__)
       27    0.000    0.000    0.000    0.000 url.py:330(_idna_encode)
        9    0.000    0.000    0.000    0.000 sessions.py:784(get_adapter)
        7    0.000    0.000    0.000    0.000 parse.py:841(__getattr__)
        1    0.000    0.000    0.000    0.000 filter.py:346(SoupStrainer)
        9    0.000    0.000    0.000    0.000 url.py:349(_encode_target)
        1    0.000    0.000    0.000    0.000 __init__.py:159(TreeBuilder)
        3    0.000    0.000    0.001    0.000 sessions.py:753(merge_environment_settings)
        1    0.000    0.000    0.016    0.016 feedparser.py:1(<module>)
      257    0.000    0.000    0.000    0.000 hmac.py:20(<genexpr>)
        1    0.000    0.000    0.001    0.001 __meta__.py:1(<module>)
        4    0.000    0.000    0.001    0.000 ssl.py:399(__new__)
        3    0.000    0.000    0.000    0.000 {method 'getpeername' of '_socket.socket' objects}
       20    0.000    0.000    0.000    0.000 __init__.py:234(_acquireLock)
        9    0.000    0.000    0.000    0.000 _collections.py:93(__getitem__)
        8    0.000    0.000    0.000    0.000 typing.py:1515(copy_with)
        1    0.000    0.000    0.000    0.000 css_parser.py:681(parse_pseudo_nth)
        7    0.000    0.000    0.000    0.000 enum.py:383(__init__)
        1    0.000    0.000    0.002    0.002 decoder.py:1(<module>)
        1    0.000    0.000    0.000    0.000 csv.py:1(<module>)
        1    0.000    0.000    0.000    0.000 inspect.py:2470(_signature_from_callable)
        1    0.000    0.000    0.000    0.000 {method 'disable' of '_lsprof.Profiler' objects}
        2    0.000    0.000    0.000    0.000 response.py:91(is_response_to_head)
        2    0.000    0.000    0.001    0.000 _adapters.py:1(<module>)
       20    0.000    0.000    0.000    0.000 typing.py:1194(__instancecheck__)
        9    0.000    0.000    0.000    0.000 response.py:1287(closed)
        1    0.000    0.000    0.000    0.000 pathlib.py:826(Path)
       10    0.000    0.000    0.000    0.000 _functools.py:75(wrapper)
       32    0.000    0.000    0.000    0.000 utils.py:1032(_validate_header_part)
        3    0.000    0.000    0.000    0.000 connection.py:621(__init__)
        4    0.000    0.000    0.000    0.000 typing_extensions.py:670(__new__)
        1    0.000    0.000    0.000    0.000 ipaddress.py:1611(_BaseV6)
       16    0.000    0.000    0.000    0.000 css_parser.py:459(__init__)
        7    0.000    0.000    0.000    0.000 enum.py:957(_check_for_existing_members_)
        3    0.000    0.000    0.000    0.000 {method 'getsockopt' of '_socket.socket' objects}
        2    0.000    0.000    0.000    0.000 functools.py:800(singledispatch)
        1    0.000    0.000    0.001    0.001 datetime.py:1(<module>)
       38    0.000    0.000    0.000    0.000 filter.py:726(match)
        4    0.000    0.000    0.000    0.000 socket.py:496(_real_close)
        1    0.000    0.000    0.000    0.000 {built-in method math.exp}
      130    0.000    0.000    0.000    0.000 enum.py:942(<lambda>)
        1    0.000    0.000    0.001    0.001 cp932.py:1(<module>)
        9    0.000    0.000    0.000    0.000 feedparser.py:69(close)
       69    0.000    0.000    0.000    0.000 status_codes.py:122(<genexpr>)
       17    0.000    0.000    0.003    0.000 <frozen importlib._bootstrap>:997(exec_module)
      118    0.000    0.000    0.000    0.000 {method 'isdigit' of 'str' objects}
        9    0.000    0.000    0.000    0.000 models.py:801(iter_content)
       53    0.000    0.000    0.000    0.000 {method 'copy' of 'dict' objects}
        2    0.000    0.000    0.000    0.000 util.py:1(<module>)
        9    0.000    0.000    0.000    0.000 models.py:87(path_url)
        1    0.000    0.000    0.000    0.000 response.py:451(BaseHTTPResponse)
        1    0.000    0.000    0.001    0.001 ipaddress.py:1569(_IPv4Constants)
       49    0.000    0.000    0.000    0.000 typing.py:944(__hash__)
        1    0.000    0.000    0.002    0.002 filepost.py:1(<module>)
        9    0.000    0.000    0.001    0.000 client.py:1340(endheaders)
        6    0.000    0.000    0.000    0.000 utils.py:504(_parse_content_type_header)
        2    0.000    0.000    0.001    0.000 readers.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _legacy.py:1(<module>)
        3    0.000    0.000    0.000    0.000 weakref.py:568(__init__)
        2    0.000    0.000    0.000    0.000 __init__.py:108(lookup)
        2    0.000    0.000    0.000    0.000 typing.py:2186(get_type_hints)
        1    0.000    0.000    0.000    0.000 proxy.py:1(<module>)
        2    0.000    0.000    0.000    0.000 adapters.py:217(init_poolmanager)
        3    0.000    0.000    0.001    0.000 poolmanager.py:243(_new_pool)
        1    0.000    0.000    0.094    0.094 css.py:1(<module>)
        3    0.000    0.000    0.000    0.000 typing.py:381(decorator)
        1    0.000    0.000    0.000    0.000 sessions.py:391(__init__)
        1    0.000    0.000    0.001    0.001 charset.py:1(<module>)
        1    0.000    0.000    0.000    0.000 mimetypes.py:1(<module>)
       22    0.000    0.000    0.000    0.000 feedparser.py:121(pushlines)
       26    0.000    0.000    0.000    0.000 {built-in method _abc._abc_register}
       12    0.000    0.000    0.000    0.000 {method 'pop' of 'collections.OrderedDict' objects}
        3    0.000    0.000    0.000    0.000 models.py:632(prepare_hooks)
       13    0.000    0.000    0.000    0.000 {method 'isalpha' of 'str' objects}
       36    0.000    0.000    0.000    0.000 utils.py:213(<genexpr>)
        1    0.000    0.000    0.003    0.003 pretty.py:1(<module>)
        1    0.000    0.000    0.024    0.024 css_parser.py:326(__init__)
        2    0.000    0.000    0.519    0.260 _htmlparser.py:433(feed)
        4    0.000    0.000    0.000    0.000 parse.py:974(urlencode)
        6    0.000    0.000    0.000    0.000 typing.py:1166(__mro_entries__)
        3    0.000    0.000    0.000    0.000 {method 'setsockopt' of '_socket.socket' objects}
       23    0.000    0.000    0.000    0.000 cookiejar.py:459(strip_quotes)
        3    0.000    0.000    0.000    0.000 connection.py:93(_set_socket_options)
        1    0.000    0.000    0.000    0.000 models.py:12(CharsetMatch)
       18    0.000    0.000    0.000    0.000 connectionpool.py:346(_get_timeout)
        4    0.000    0.000    0.000    0.000 {method 'getvalue' of '_io.BytesIO' objects}
        9    0.000    0.000    0.001    0.000 sessions.py:283(rebuild_auth)
        1    0.000    0.000    0.001    0.001 fields.py:1(<module>)
       34    0.000    0.000    0.000    0.000 ipaddress.py:1885(_split_scope_id)
        3    0.000    0.000    0.000    0.000 ssl.py:570(hostname_checks_common_name)
        7    0.000    0.000    0.000    0.000 contextlib.py:272(contextmanager)
        9    0.000    0.000    0.000    0.000 client.py:447(flush)
        1    0.000    0.000    0.000    0.000 message.py:135(Message)
        3    0.000    0.000    0.001    0.000 connectionpool.py:980(__init__)
        1    0.000    0.000    0.001    0.001 status_codes.py:1(<module>)
        1    0.000    0.000    0.000    0.000 {function Random.seed at 0x7eb69313eca0}
        1    0.000    0.000    0.000    0.000 ssltransport.py:22(SSLTransport)
        8    0.000    0.000    0.000    0.000 formatter.py:66(_default)
        3    0.000    0.000    0.000    0.000 ssl_.py:487(is_ipaddress)
       32    0.000    0.000    0.000    0.000 {method 'decode' of 'bytearray' objects}
        3    0.000    0.000    0.000    0.000 {built-in method _csv.register_dialect}
        1    0.000    0.000    0.000    0.000 random.py:110(Random)
       11    0.000    0.000    0.000    0.000 response.py:956(_fp_read)
        1    0.000    0.000    0.000    0.000 cp1140.py:1(<module>)
        1    0.000    0.000    0.000    0.000 {built-in method _hashlib.openssl_sha3_224}
        1    0.000    0.000    0.000    0.000 __init__.py:1282(ZipFile)
        3    0.000    0.000    0.000    0.000 parse.py:156(username)
        1    0.000    0.000    0.000    0.000 cookies.py:245(Morsel)
        2    0.000    0.000    0.000    0.000 functools.py:818(dispatch)
       16    0.000    0.000    0.000    0.000 hooks.py:16(default_hooks)
        3    0.000    0.000    0.000    0.000 typing_extensions.py:794(__init_subclass__)
        2    0.000    0.000    0.519    0.260 parser.py:105(feed)
        9    0.000    0.000    0.000    0.000 <frozen genericpath>:39(isdir)
        1    0.000    0.000    0.000    0.000 _encoded_words.py:1(<module>)
        5    0.000    0.000    0.000    0.000 element.py:90(__getattr__)
       41    0.000    0.000    0.000    0.000 cookiejar.py:1135(return_ok_secure)
        3    0.000    0.000    0.000    0.000 models.py:496(prepare_body)
       20    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:164(_path_isdir)
        1    0.000    0.000    0.000    0.000 request.py:313(Request)
       51    0.000    0.000    0.000    0.000 client.py:458(isclosed)
        2    0.000    0.000    0.000    0.000 adapters.py:179(__init__)
       39    0.000    0.000    0.000    0.000 queue.py:251(_put)
        1    0.000    0.000    0.000    0.000 client.py:837(HTTPConnection)
        9    0.000    0.000    0.000    0.000 poolmanager.py:388(_merge_pool_kwargs)
        5    0.000    0.000    0.000    0.000 __init__.py:892(_addHandlerRef)
       45    0.000    0.000    0.000    0.000 {method 'values' of 'collections.OrderedDict' objects}
       32    0.000    0.000    0.000    0.000 {method 'count' of 'bytes' objects}
        3    0.000    0.000    0.000    0.000 typing_extensions.py:799(<genexpr>)
        1    0.000    0.000    0.001    0.001 queue.py:1(<module>)
        2    0.000    0.000   36.536   18.268 sessions.py:596(get)
       50    0.000    0.000    0.000    0.000 enum.py:70(_is_internal_class)
       41    0.000    0.000    0.000    0.000 cookiejar.py:1114(return_ok_version)
        1    0.000    0.000    0.000    0.000 cp949.py:1(<module>)
        9    0.000    0.000    0.000    0.000 client.py:401(_check_close)
       15    0.000    0.000    0.000    0.000 _htmlparser.py:250(handle_entityref)
       13    0.000    0.000    0.000    0.000 dammit.py:1371(numeric_character_reference)
        1    0.000    0.000    0.001    0.001 __init__.py:152(EntryPoint)
       21    0.000    0.000    0.000    0.000 typing.py:295(_check_generic)
        1    0.000    0.000    0.000    0.000 socket.py:215(socket)
        1    0.000    0.000    0.000    0.000 ssltransport.py:1(<module>)
        7    0.000    0.000    0.000    0.000 _parser.py:893(_parse_flags)
        6    0.000    0.000    0.000    0.000 _policybase.py:94(_append_doc)
       51    0.000    0.000    0.000    0.000 <frozen _collections_abc>:845(__init__)
       16    0.000    0.000    0.000    0.000 utils.py:1021(check_header_validity)
        1    0.000    0.000    0.000    0.000 random.py:135(seed)
       25    0.000    0.000    0.000    0.000 cookiejar.py:884(__init__)
       12    0.000    0.000    0.000    0.000 __init__.py:1790(isEnabledFor)
        1    0.000    0.000    0.002    0.002 string.py:1(<module>)
