"id","created_at","name","has_test","alternate_url"
"126635251","2025-10-17T08:15:43+0300","Junior",false,"https://hh.ru/vacancy/126635251"
"126648931","2025-10-17T12:13:59+0300","-",false,"https://hh.ru/vacancy/126648931"
