"id","created_at","name","has_test","alternate_url"
"126542986","2025-10-15T07:43:13+0300","Middle",false,"https://hh.ru/vacancy/126542986"
"126570583","2025-10-15T15:02:49+0300","-",false,"https://hh.ru/vacancy/126570583"
